AWS App Name,Action Name,Connector Activity Name,Browser and API Traffic
Amazon API Gateway,UpdateStage,Edit,Yes
Amazon API Gateway,GetStage,View,Yes
Amazon API Gateway,DeleteStage,Delete,Yes
Amazon API Gateway,GenerateClientCertificate,Create,Yes
Amazon API Gateway,GetClientCertificates,View,Yes
Amazon API Gateway,GetGatewayResponses,View,Yes
Amazon API Gateway,CreateUsagePlan,Create,Yes
Amazon API Gateway,GetUsagePlans,View,Yes
Amazon API Gateway,CreateApiKey,Create,Yes
Amazon API Gateway,GetApiKeys,View,Yes
Amazon API Gateway,PutIntegrationResponse,Edit,Yes
Amazon API Gateway,UpdateIntegrationResponse,Edit,Yes
Amazon API Gateway,GetIntegrationResponse,View,Yes
Amazon API Gateway,DeleteIntegrationResponse,Delete,Yes
Amazon API Gateway,UpdateUsage,Edit,Yes
Amazon API Gateway,UpdateApiKey,Edit,Yes
Amazon API Gateway,GetApiKey,View,Yes
Amazon API Gateway,DeleteApiKey,Delete,Yes
Amazon API Gateway,FlushStageCache,Delete,Yes
Amazon API Gateway,UpdateClientCertificate,Edit,Yes
Amazon API Gateway,GetClientCertificate,View,Yes
Amazon API Gateway,DeleteClientCertificate,Delete,Yes
Amazon API Gateway,UpdateResource,Edit,Yes
Amazon API Gateway,GetResource,View,Yes
Amazon API Gateway,DeleteResource,Delete,Yes
Amazon API Gateway,ImportDocumentationParts,Create,Yes
Amazon API Gateway,CreateDocumentationPart,Create,Yes
Amazon API Gateway,GetDocumentationParts,View,Yes
Amazon API Gateway,UpdateDeployment,Edit,Yes
Amazon API Gateway,GetDeployment,View,Yes
Amazon API Gateway,DeleteDeployment,Delete,Yes
Amazon API Gateway,CreateStage,Create,Yes
Amazon API Gateway,GetStages,View,Yes
Amazon API Gateway,UpdateDocumentationPart,Edit,Yes
Amazon API Gateway,GetDocumentationPart,View,Yes
Amazon API Gateway,DeleteDocumentationPart,Delete,Yes
Amazon API Gateway,UpdateAuthorizer,Edit,Yes
Amazon API Gateway,TestInvokeAuthorizer,Create,Yes
Amazon API Gateway,GetAuthorizer,View,Yes
Amazon API Gateway,DeleteAuthorizer,Delete,Yes
Amazon API Gateway,CreateAuthorizer,Create,Yes
Amazon API Gateway,GetAuthorizers,View,Yes
Amazon API Gateway,UpdateDocumentationVersion,Edit,Yes
Amazon API Gateway,GetDocumentationVersion,View,Yes
Amazon API Gateway,DeleteDocumentationVersion,Delete,Yes
Amazon API Gateway,GetSdkTypes,View,Yes
Amazon API Gateway,UpdateModel,Edit,Yes
Amazon API Gateway,GetModel,View,Yes
Amazon API Gateway,DeleteModel,Delete,Yes
Amazon API Gateway,CreateVpcLink,Create,Yes
Amazon API Gateway,GetVpcLinks,View,Yes
Amazon API Gateway,CreateRestApi,Create,Yes
Amazon API Gateway,GetRestApis,View,Yes
Amazon API Gateway,UpdateRequestValidator,Edit,Yes
Amazon API Gateway,GetRequestValidator,View,Yes
Amazon API Gateway,DeleteRequestValidator,Delete,Yes
Amazon API Gateway,ImportApiKeys,Create,Yes
Amazon API Gateway,GetMethod,View,Yes
Amazon API Gateway,UpdateMethod,Edit,Yes
Amazon API Gateway,PutMethod,Edit,Yes
Amazon API Gateway,TestInvokeMethod,Create,Yes
Amazon API Gateway,DeleteMethod,Delete,Yes
Amazon API Gateway,CreateUsagePlanKey,Create,Yes
Amazon API Gateway,GetUsagePlanKeys,View,Yes
Amazon API Gateway,UpdateVpcLink,Edit,Yes
Amazon API Gateway,GetVpcLink,View,Yes
Amazon API Gateway,DeleteVpcLink,Delete,Yes
Amazon API Gateway,GetUsagePlanKey,View,Yes
Amazon API Gateway,DeleteUsagePlanKey,Delete,Yes
Amazon API Gateway,CreateDocumentationVersion,Create,Yes
Amazon API Gateway,GetDocumentationVersions,View,Yes
Amazon API Gateway,GetModelTemplate,View,Yes
Amazon API Gateway,CreateRequestValidator,Create,Yes
Amazon API Gateway,GetRequestValidators,View,Yes
Amazon API Gateway,UpdateBasePathMapping,Edit,Yes
Amazon API Gateway,GetBasePathMapping,View,Yes
Amazon API Gateway,DeleteBasePathMapping,Delete,Yes
Amazon API Gateway,GetExport,View,Yes
Amazon API Gateway,PutRestApi,Edit,Yes
Amazon API Gateway,UpdateRestApi,Edit,Yes
Amazon API Gateway,GetRestApi,View,Yes
Amazon API Gateway,DeleteRestApi,Delete,Yes
Amazon API Gateway,PutMethodResponse,Edit,Yes
Amazon API Gateway,UpdateMethodResponse,Edit,Yes
Amazon API Gateway,GetMethodResponse,View,Yes
Amazon API Gateway,DeleteMethodResponse,Delete,Yes
Amazon API Gateway,UpdateUsagePlan,Edit,Yes
Amazon API Gateway,GetUsagePlan,View,Yes
Amazon API Gateway,DeleteUsagePlan,Delete,Yes
Amazon API Gateway,GetUsage,View,Yes
Amazon API Gateway,UpdateAccount,Edit,Yes
Amazon API Gateway,GetAccount,View,Yes
Amazon API Gateway,UntagResource,Delete,Yes
Amazon API Gateway,GetResources,View,Yes
Amazon API Gateway,CreateResource,Create,Yes
Amazon API Gateway,TagResource,Create,Yes
Amazon API Gateway,GetTags,View,Yes
Amazon API Gateway,FlushStageAuthorizersCache,Delete,Yes
Amazon API Gateway,ImportRestApi,Create,Yes
Amazon API Gateway,CreateDomainName,Create,Yes
Amazon API Gateway,GetDomainNames,View,Yes
Amazon API Gateway,UpdateDomainName,Edit,Yes
Amazon API Gateway,GetDomainName,View,Yes
Amazon API Gateway,DeleteDomainName,Delete,Yes
Amazon API Gateway,CreateDeployment,Create,Yes
Amazon API Gateway,GetDeployments,View,Yes
Amazon API Gateway,GetSdkType,View,Yes
Amazon API Gateway,PutGatewayResponse,Edit,Yes
Amazon API Gateway,UpdateGatewayResponse,Edit,Yes
Amazon API Gateway,GetGatewayResponse,View,Yes
Amazon API Gateway,DeleteGatewayResponse,Delete,Yes
Amazon API Gateway,PutIntegration,Edit,Yes
Amazon API Gateway,UpdateIntegration,Edit,Yes
Amazon API Gateway,GetIntegration,View,Yes
Amazon API Gateway,DeleteIntegration,Delete,Yes
Amazon API Gateway,CreateModel,Create,Yes
Amazon API Gateway,GetModels,View,Yes
Amazon API Gateway,GetSdk,View,Yes
Amazon API Gateway,CreateBasePathMapping,Create,Yes
Amazon API Gateway,GetBasePathMappings,View,Yes
Amazon API Gateway Management API,PostToConnection,Create,Yes
Amazon API Gateway Management API,GetConnection,View,Yes
Amazon API Gateway Management API,DeleteConnection,Delete,Yes
Amazon API Gateway V2,UpdateVpcLink,Edit,Yes
Amazon API Gateway V2,GetVpcLink,View,Yes
Amazon API Gateway V2,DeleteVpcLink,Delete,Yes
Amazon API Gateway V2,DeleteCorsConfiguration,Delete,Yes
Amazon API Gateway V2,CreateApiMapping,Create,Yes
Amazon API Gateway V2,GetApiMappings,View,Yes
Amazon API Gateway V2,CreateVpcLink,Create,Yes
Amazon API Gateway V2,GetVpcLinks,View,Yes
Amazon API Gateway V2,CreateIntegrationResponse,Create,Yes
Amazon API Gateway V2,GetIntegrationResponses,View,Yes
Amazon API Gateway V2,DeleteRouteSettings,Delete,Yes
Amazon API Gateway V2,UpdateIntegration,Edit,Yes
Amazon API Gateway V2,GetIntegration,View,Yes
Amazon API Gateway V2,DeleteIntegration,Delete,Yes
Amazon API Gateway V2,CreateRouteResponse,Create,Yes
Amazon API Gateway V2,GetRouteResponses,View,Yes
Amazon API Gateway V2,CreateIntegration,Create,Yes
Amazon API Gateway V2,GetIntegrations,View,Yes
Amazon API Gateway V2,CreateDeployment,Create,Yes
Amazon API Gateway V2,GetDeployments,View,Yes
Amazon API Gateway V2,CreateRoute,Create,Yes
Amazon API Gateway V2,GetRoutes,View,Yes
Amazon API Gateway V2,UntagResource,Delete,Yes
Amazon API Gateway V2,UpdateDomainName,Edit,Yes
Amazon API Gateway V2,GetDomainName,View,Yes
Amazon API Gateway V2,DeleteDomainName,Delete,Yes
Amazon API Gateway V2,UpdateAuthorizer,Edit,Yes
Amazon API Gateway V2,GetAuthorizer,View,Yes
Amazon API Gateway V2,DeleteAuthorizer,Delete,Yes
Amazon API Gateway V2,ExportApi,View,Yes
Amazon API Gateway V2,DeleteAccessLogSettings,Delete,Yes
Amazon API Gateway V2,UpdateModel,Edit,Yes
Amazon API Gateway V2,GetModel,View,Yes
Amazon API Gateway V2,DeleteModel,Delete,Yes
Amazon API Gateway V2,GetModelTemplate,View,Yes
Amazon API Gateway V2,UpdateRouteResponse,Edit,Yes
Amazon API Gateway V2,GetRouteResponse,View,Yes
Amazon API Gateway V2,DeleteRouteResponse,Delete,Yes
Amazon API Gateway V2,UpdateStage,Edit,Yes
Amazon API Gateway V2,GetStage,View,Yes
Amazon API Gateway V2,DeleteStage,Delete,Yes
Amazon API Gateway V2,UpdateApiMapping,Edit,Yes
Amazon API Gateway V2,GetApiMapping,View,Yes
Amazon API Gateway V2,DeleteApiMapping,Delete,Yes
Amazon API Gateway V2,CreateModel,Create,Yes
Amazon API Gateway V2,GetModels,View,Yes
Amazon API Gateway V2,ResetAuthorizersCache,Delete,Yes
Amazon API Gateway V2,UpdateDeployment,Edit,Yes
Amazon API Gateway V2,GetDeployment,View,Yes
Amazon API Gateway V2,DeleteDeployment,Delete,Yes
Amazon API Gateway V2,UpdateRoute,Edit,Yes
Amazon API Gateway V2,GetRoute,View,Yes
Amazon API Gateway V2,DeleteRoute,Delete,Yes
Amazon API Gateway V2,CreateDomainName,Create,Yes
Amazon API Gateway V2,GetDomainNames,View,Yes
Amazon API Gateway V2,DeleteRouteRequestParameter,Delete,Yes
Amazon API Gateway V2,ImportApi,Create,Yes
Amazon API Gateway V2,CreateApi,Create,Yes
Amazon API Gateway V2,GetApis,View,Yes
Amazon API Gateway V2,CreateStage,Create,Yes
Amazon API Gateway V2,GetStages,View,Yes
Amazon API Gateway V2,UpdateIntegrationResponse,Edit,Yes
Amazon API Gateway V2,GetIntegrationResponse,View,Yes
Amazon API Gateway V2,DeleteIntegrationResponse,Delete,Yes
Amazon API Gateway V2,CreateAuthorizer,Create,Yes
Amazon API Gateway V2,GetAuthorizers,View,Yes
Amazon API Gateway V2,ReimportApi,Edit,Yes
Amazon API Gateway V2,UpdateApi,Edit,Yes
Amazon API Gateway V2,GetApi,View,Yes
Amazon API Gateway V2,DeleteApi,Delete,Yes
Amazon API Gateway V2,TagResource,Create,Yes
Amazon API Gateway V2,GetTags,View,Yes
Amazon Auto Scaling,PutScheduledUpdateGroupAction,Edit,Yes
Amazon Auto Scaling,DisableMetricsCollection,Delete,Yes
Amazon Auto Scaling,SetDesiredCapacity,Create,Yes
Amazon Auto Scaling,DetachLoadBalancers,Delete,Yes
Amazon Auto Scaling,CancelInstanceRefresh,Delete,Yes
Amazon Auto Scaling,SetInstanceHealth,Create,Yes
Amazon Auto Scaling,SuspendProcesses,Delete,Yes
Amazon Auto Scaling,DescribeTags,View,Yes
Amazon Auto Scaling,AttachInstances,Attach,Yes
Amazon Auto Scaling,RecordLifecycleActionHeartbeat,Create,Yes
Amazon Auto Scaling,DescribeAccountLimits,View,Yes
Amazon Auto Scaling,DescribeAdjustmentTypes,View,Yes
Amazon Auto Scaling,EnableMetricsCollection,Enable,Yes
Amazon Auto Scaling,DescribeScalingProcessTypes,View,Yes
Amazon Auto Scaling,DeleteScheduledAction,Delete,Yes
Amazon Auto Scaling,TerminateInstanceInAutoScalingGroup,Terminate,Yes
Amazon Auto Scaling,PutLifecycleHook,Edit,Yes
Amazon Auto Scaling,CreateAutoScalingGroup,Create,Yes
Amazon Auto Scaling,SetInstanceProtection,Create,Yes
Amazon Auto Scaling,PutScalingPolicy,Edit,Yes
Amazon Auto Scaling,ExitStandby,Create,Yes
Amazon Auto Scaling,DescribeInstanceRefreshes,View,Yes
Amazon Auto Scaling,DescribeAutoScalingNotificationTypes,View,Yes
Amazon Auto Scaling,PutWarmPool,Edit,Yes
Amazon Auto Scaling,DescribeLoadBalancerTargetGroups,View,Yes
Amazon Auto Scaling,AttachLoadBalancers,Attach,Yes
Amazon Auto Scaling,CreateOrUpdateTags,Create,Yes
Amazon Auto Scaling,DeletePolicy,Delete,Yes
Amazon Auto Scaling,EnterStandby,Create,Yes
Amazon Auto Scaling,DeleteWarmPool,Delete,Yes
Amazon Auto Scaling,DescribeMetricCollectionTypes,View,Yes
Amazon Auto Scaling,DescribeAutoScalingGroups,View,Yes
Amazon Auto Scaling,DeleteAutoScalingGroup,Delete,Yes
Amazon Auto Scaling,DescribeLifecycleHooks,View,Yes
Amazon Auto Scaling,DetachInstances,Delete,Yes
Amazon Auto Scaling,DescribeWarmPool,View,Yes
Amazon Auto Scaling,DeleteTags,Delete,Yes
Amazon Auto Scaling,DescribeLifecycleHookTypes,View,Yes
Amazon Auto Scaling,DeleteLaunchConfiguration,Delete,Yes
Amazon Auto Scaling,DescribeLaunchConfigurations,View,Yes
Amazon Auto Scaling,DeleteNotificationConfiguration,Delete,Yes
Amazon Auto Scaling,PutNotificationConfiguration,Edit,Yes
Amazon Auto Scaling,DescribeNotificationConfigurations,View,Yes
Amazon Auto Scaling,DeleteLifecycleHook,Delete,Yes
Amazon Auto Scaling,DescribeScheduledActions,View,Yes
Amazon Auto Scaling,DescribeScalingActivities,View,Yes
Amazon Auto Scaling,DescribeTerminationPolicyTypes,View,Yes
Amazon Auto Scaling,DescribeAutoScalingInstances,View,Yes
Amazon Auto Scaling,UpdateAutoScalingGroup,Edit,Yes
Amazon Auto Scaling,CompleteLifecycleAction,Create,Yes
Amazon Auto Scaling,DescribeLoadBalancers,View,Yes
Amazon Auto Scaling,DescribePolicies,View,Yes
Amazon Auto Scaling,DetachLoadBalancerTargetGroups,Delete,Yes
Amazon Auto Scaling,ResumeProcesses,Create,Yes
Amazon Auto Scaling,CreateLaunchConfiguration,Create,Yes
Amazon Auto Scaling,ExecutePolicy,Create,Yes
Amazon Auto Scaling,StartInstanceRefresh,Start,Yes
Amazon Auto Scaling,AttachLoadBalancerTargetGroups,Attach,Yes
Amazon Certificate Manager,ListCertificates,View,Yes
Amazon Certificate Manager,PutAccountConfiguration,Edit,Yes
Amazon Certificate Manager,ExportCertificate,View,Yes
Amazon Certificate Manager,AddTagsToCertificate,Create,Yes
Amazon Certificate Manager,ResendValidationEmail,Create,Yes
Amazon Certificate Manager,RenewCertificate,Create,Yes
Amazon Certificate Manager,DescribeCertificate,View,Yes
Amazon Certificate Manager,ListTagsForCertificate,View,Yes
Amazon Certificate Manager,ImportCertificate,Create,Yes
Amazon Certificate Manager,RequestCertificate,Create,Yes
Amazon Certificate Manager,DeleteCertificate,Delete,Yes
Amazon Certificate Manager,UpdateCertificateOptions,Edit,Yes
Amazon Certificate Manager,GetCertificate,View,Yes
Amazon Certificate Manager,GetAccountConfiguration,View,Yes
Amazon Certificate Manager,RemoveTagsFromCertificate,Delete,Yes
Amazon CloudFormation,ExecuteChangeSet,Create,Yes
Amazon CloudFormation,DetectStackResourceDrift,Create,Yes
Amazon CloudFormation,DescribeStackResourceDrifts,View,Yes
Amazon CloudFormation,DetectStackDrift,Create,Yes
Amazon CloudFormation,DeleteStack,Delete,Yes
Amazon CloudFormation,UpdateStack,Edit,Yes
Amazon CloudFormation,DescribeTypeRegistration,View,Yes
Amazon CloudFormation,ValidateTemplate,Create,Yes
Amazon CloudFormation,ListStackSets,View,Yes
Amazon CloudFormation,SetStackPolicy,Create,Yes
Amazon CloudFormation,DescribeStackSetOperation,View,Yes
Amazon CloudFormation,GetStackPolicy,View,Yes
Amazon CloudFormation,DescribeAccountLimits,View,Yes
Amazon CloudFormation,RegisterType,Register,Yes
Amazon CloudFormation,DeleteChangeSet,Delete,Yes
Amazon CloudFormation,DescribeStackResources,View,Yes
Amazon CloudFormation,UpdateStackInstances,Edit,Yes
Amazon CloudFormation,StopStackSetOperation,Stop,Yes
Amazon CloudFormation,ListStackResources,View,Yes
Amazon CloudFormation,GetTemplate,View,Yes
Amazon CloudFormation,SignalResource,Create,Yes
Amazon CloudFormation,EstimateTemplateCost,Create,Yes
Amazon CloudFormation,ListStackSetOperations,View,Yes
Amazon CloudFormation,ListTypeVersions,View,Yes
Amazon CloudFormation,DescribeStackEvents,View,Yes
Amazon CloudFormation,ListStacks,View,Yes
Amazon CloudFormation,RecordHandlerProgress,Create,Yes
Amazon CloudFormation,ListTypes,View,Yes
Amazon CloudFormation,DescribeChangeSet,View,Yes
Amazon CloudFormation,ListImports,View,Yes
Amazon CloudFormation,CreateStackSet,Create,Yes
Amazon CloudFormation,DeleteStackSet,Delete,Yes
Amazon CloudFormation,UpdateStackSet,Edit,Yes
Amazon CloudFormation,DescribeStacks,View,Yes
Amazon CloudFormation,CreateChangeSet,Create,Yes
Amazon CloudFormation,CreateStackInstances,Create,Yes
Amazon CloudFormation,CancelUpdateStack,Delete,Yes
Amazon CloudFormation,DescribeStackDriftDetectionStatus,View,Yes
Amazon CloudFormation,UpdateTerminationProtection,Edit,Yes
Amazon CloudFormation,SetTypeDefaultVersion,Create,Yes
Amazon CloudFormation,DescribeStackResource,View,Yes
Amazon CloudFormation,ListStackSetOperationResults,View,Yes
Amazon CloudFormation,ListChangeSets,View,Yes
Amazon CloudFormation,ContinueUpdateRollback,Create,Yes
Amazon CloudFormation,ListTypeRegistrations,View,Yes
Amazon CloudFormation,DeregisterType,Deregister,Yes
Amazon CloudFormation,CreateStack,Create,Yes
Amazon CloudFormation,ListExports,View,Yes
Amazon CloudFormation,ListStackInstances,View,Yes
Amazon CloudFormation,GetTemplateSummary,View,Yes
Amazon CloudFormation,DescribeType,View,Yes
Amazon CloudFormation,DetectStackSetDrift,Create,Yes
Amazon CloudFormation,DescribeStackInstance,View,Yes
Amazon CloudFormation,DeleteStackInstances,Delete,Yes
Amazon CloudFormation,DescribeStackSet,View,Yes
Amazon CloudFront,GetInvalidation,View,Yes
Amazon CloudFront,GetCachePolicyConfig,View,Yes
Amazon CloudFront,UpdateRealtimeLogConfig,Edit,Yes
Amazon CloudFront,GetRealtimeLogConfig,View,Yes
Amazon CloudFront,UpdateFieldLevelEncryptionConfig,Edit,Yes
Amazon CloudFront,GetFieldLevelEncryptionConfig,View,Yes
Amazon CloudFront,GetKeyGroupConfig,View,Yes
Amazon CloudFront,ListDistributionsByKeyGroup,View,Yes
Amazon CloudFront,ListDistributionsByWebACLId,View,Yes
Amazon CloudFront,UpdateFieldLevelEncryptionProfile,Edit,Yes
Amazon CloudFront,GetFieldLevelEncryptionProfileConfig,View,Yes
Amazon CloudFront,UpdateDistribution,Edit,Yes
Amazon CloudFront,GetDistributionConfig,View,Yes
Amazon CloudFront,UpdateCachePolicy,Edit,Yes
Amazon CloudFront,GetCachePolicy,View,Yes
Amazon CloudFront,DeleteCachePolicy,Delete,Yes
Amazon CloudFront,GetFieldLevelEncryption,View,Yes
Amazon CloudFront,DeleteFieldLevelEncryptionConfig,Delete,Yes
Amazon CloudFront,UpdateCloudFrontOriginAccessIdentity,Edit,Yes
Amazon CloudFront,GetCloudFrontOriginAccessIdentityConfig,View,Yes
Amazon CloudFront,CreateStreamingDistribution,Create,Yes
Amazon CloudFront,ListStreamingDistributions,View,Yes
Amazon CloudFront,GetFieldLevelEncryptionProfile,View,Yes
Amazon CloudFront,DeleteFieldLevelEncryptionProfile,Delete,Yes
Amazon CloudFront,ListDistributionsByCachePolicyId,View,Yes
Amazon CloudFront,CreatePublicKey,Create,Yes
Amazon CloudFront,ListPublicKeys,View,Yes
Amazon CloudFront,CreateRealtimeLogConfig,Create,Yes
Amazon CloudFront,ListRealtimeLogConfigs,View,Yes
Amazon CloudFront,UntagResource,Delete,Yes
Amazon CloudFront,UpdatePublicKey,Edit,Yes
Amazon CloudFront,GetPublicKeyConfig,View,Yes
Amazon CloudFront,TagResource,Create,Yes
Amazon CloudFront,UpdateOriginRequestPolicy,Edit,Yes
Amazon CloudFront,GetOriginRequestPolicy,View,Yes
Amazon CloudFront,DeleteOriginRequestPolicy,Delete,Yes
Amazon CloudFront,CreateOriginRequestPolicy,Create,Yes
Amazon CloudFront,ListOriginRequestPolicies,View,Yes
Amazon CloudFront,UpdateKeyGroup,Edit,Yes
Amazon CloudFront,GetKeyGroup,View,Yes
Amazon CloudFront,DeleteKeyGroup,Delete,Yes
Amazon CloudFront,CreateCloudFrontOriginAccessIdentity,Create,Yes
Amazon CloudFront,ListCloudFrontOriginAccessIdentities,View,Yes
Amazon CloudFront,GetDistribution,View,Yes
Amazon CloudFront,DeleteDistribution,Delete,Yes
Amazon CloudFront,ListDistributionsByRealtimeLogConfig,View,Yes
Amazon CloudFront,CreateKeyGroup,Create,Yes
Amazon CloudFront,ListKeyGroups,View,Yes
Amazon CloudFront,CreateInvalidation,Create,Yes
Amazon CloudFront,ListInvalidations,View,Yes
Amazon CloudFront,GetPublicKey,View,Yes
Amazon CloudFront,DeletePublicKey,Delete,Yes
Amazon CloudFront,ListTagsForResource,View,Yes
Amazon CloudFront,DeleteRealtimeLogConfig,Delete,Yes
Amazon CloudFront,CreateFieldLevelEncryptionConfig,Create,Yes
Amazon CloudFront,ListFieldLevelEncryptionConfigs,View,Yes
Amazon CloudFront,GetOriginRequestPolicyConfig,View,Yes
Amazon CloudFront,CreateStreamingDistributionWithTags,Create,Yes
Amazon CloudFront,CreateFieldLevelEncryptionProfile,Create,Yes
Amazon CloudFront,ListFieldLevelEncryptionProfiles,View,Yes
Amazon CloudFront,CreateDistributionWithTags,Create,Yes
Amazon CloudFront,CreateDistribution,Create,Yes
Amazon CloudFront,ListDistributions,View,Yes
Amazon CloudFront,CreateCachePolicy,Create,Yes
Amazon CloudFront,ListCachePolicies,View,Yes
Amazon CloudFront,ListDistributionsByOriginRequestPolicyId,View,Yes
Amazon CloudFront,UpdateStreamingDistribution,Edit,Yes
Amazon CloudFront,GetStreamingDistributionConfig,View,Yes
Amazon CloudFront,CreateMonitoringSubscription,Create,Yes
Amazon CloudFront,GetMonitoringSubscription,View,Yes
Amazon CloudFront,DeleteMonitoringSubscription,Delete,Yes
Amazon CloudFront,GetStreamingDistribution,View,Yes
Amazon CloudFront,DeleteStreamingDistribution,Delete,Yes
Amazon CloudFront,GetCloudFrontOriginAccessIdentity,View,Yes
Amazon CloudFront,DeleteCloudFrontOriginAccessIdentity,Delete,Yes
Amazon CloudSearch,DefineExpression,Create,Yes
Amazon CloudSearch,DeleteExpression,Delete,Yes
Amazon CloudSearch,DefineIndexField,Create,Yes
Amazon CloudSearch,ListDomainNames,View,Yes
Amazon CloudSearch,CreateDomain,Create,Yes
Amazon CloudSearch,DescribeExpressions,View,Yes
Amazon CloudSearch,DefineSuggester,Create,Yes
Amazon CloudSearch,DescribeAnalysisSchemes,View,Yes
Amazon CloudSearch,DeleteIndexField,Delete,Yes
Amazon CloudSearch,DescribeSuggesters,View,Yes
Amazon CloudSearch,DefineAnalysisScheme,Create,Yes
Amazon CloudSearch,UpdateDomainEndpointOptions,Edit,Yes
Amazon CloudSearch,IndexDocuments,Create,Yes
Amazon CloudSearch,DescribeDomainEndpointOptions,View,Yes
Amazon CloudSearch,UpdateAvailabilityOptions,Edit,Yes
Amazon CloudSearch,BuildSuggesters,Create,Yes
Amazon CloudSearch,UpdateScalingParameters,Edit,Yes
Amazon CloudSearch,DescribeAvailabilityOptions,View,Yes
Amazon CloudSearch,DeleteDomain,Delete,Yes
Amazon CloudSearch,DescribeServiceAccessPolicies,View,Yes
Amazon CloudSearch,DeleteSuggester,Delete,Yes
Amazon CloudSearch,DeleteAnalysisScheme,Delete,Yes
Amazon CloudSearch,DescribeIndexFields,View,Yes
Amazon CloudSearch,UpdateServiceAccessPolicies,Edit,Yes
Amazon CloudSearch,DescribeScalingParameters,View,Yes
Amazon CloudSearch,DescribeDomains,View,Yes
Amazon CloudTrail,AddTags,Create,Yes
Amazon CloudTrail,GetEventSelectors,View,Yes
Amazon CloudTrail,GetTrailStatus,View,Yes
Amazon CloudTrail,DescribeTrails,View,Yes
Amazon CloudTrail,PutEventSelectors,Edit,Yes
Amazon CloudTrail,StartLogging,Start,Yes
Amazon CloudTrail,CreateTrail,Create,Yes
Amazon CloudTrail,DeleteTrail,Delete,Yes
Amazon CloudTrail,LookupEvents,Create,Yes
Amazon CloudTrail,GetTrail,View,Yes
Amazon CloudTrail,GetInsightSelectors,View,Yes
Amazon CloudTrail,ListPublicKeys,View,Yes
Amazon CloudTrail,PutInsightSelectors,Edit,Yes
Amazon CloudTrail,RemoveTags,Delete,Yes
Amazon CloudTrail,UpdateTrail,Edit,Yes
Amazon CloudTrail,ListTags,View,Yes
Amazon CloudTrail,ListTrails,View,Yes
Amazon CloudTrail,StopLogging,Stop,Yes
Amazon CloudWatch,GetDashboard,View,Yes
Amazon CloudWatch,EnableAlarmActions,Enable,Yes
Amazon CloudWatch,DisableAlarmActions,Delete,Yes
Amazon CloudWatch,DescribeAlarmsForMetric,View,Yes
Amazon CloudWatch,ListTagsForResource,View,Yes
Amazon CloudWatch,PutAnomalyDetector,Edit,Yes
Amazon CloudWatch,DescribeAnomalyDetectors,View,Yes
Amazon CloudWatch,DeleteAnomalyDetector,Delete,Yes
Amazon CloudWatch,DescribeAlarms,View,Yes
Amazon CloudWatch,ListDashboards,View,Yes
Amazon CloudWatch,DeleteInsightRules,Delete,Yes
Amazon CloudWatch,GetMetricStream,View,Yes
Amazon CloudWatch,StopMetricStreams,Stop,Yes
Amazon CloudWatch,GetMetricWidgetImage,View,Yes
Amazon CloudWatch,PutMetricStream,Edit,Yes
Amazon CloudWatch,DescribeAlarmHistory,View,Yes
Amazon CloudWatch,GetMetricData,View,Yes
Amazon CloudWatch,DeleteDashboards,Delete,Yes
Amazon CloudWatch,PutCompositeAlarm,Edit,Yes
Amazon CloudWatch,PutInsightRule,Edit,Yes
Amazon CloudWatch,PutMetricAlarm,Edit,Yes
Amazon CloudWatch,PutDashboard,Edit,Yes
Amazon CloudWatch,StartMetricStreams,Start,Yes
Amazon CloudWatch,DeleteMetricStream,Delete,Yes
Amazon CloudWatch,UntagResource,Delete,Yes
Amazon CloudWatch,EnableInsightRules,Enable,Yes
Amazon CloudWatch,DescribeInsightRules,View,Yes
Amazon CloudWatch,SetAlarmState,Create,Yes
Amazon CloudWatch,GetInsightRuleReport,View,Yes
Amazon CloudWatch,GetMetricStatistics,View,Yes
Amazon CloudWatch,TagResource,Create,Yes
Amazon CloudWatch,PutMetricData,Edit,Yes
Amazon CloudWatch,DisableInsightRules,Delete,Yes
Amazon CloudWatch,DeleteAlarms,Delete,Yes
Amazon CloudWatch,ListMetricStreams,View,Yes
Amazon CloudWatch,ListMetrics,View,Yes
Amazon CloudWatch Application Insights,DescribeComponent,View,Yes
Amazon CloudWatch Application Insights,ListLogPatternSets,View,Yes
Amazon CloudWatch Application Insights,UntagResource,Delete,Yes
Amazon CloudWatch Application Insights,DescribeLogPattern,View,Yes
Amazon CloudWatch Application Insights,CreateComponent,Create,Yes
Amazon CloudWatch Application Insights,DescribeComponentConfigurationRecommendation,View,Yes
Amazon CloudWatch Application Insights,UpdateComponentConfiguration,Edit,Yes
Amazon CloudWatch Application Insights,ListConfigurationHistory,View,Yes
Amazon CloudWatch Application Insights,DescribeProblem,View,Yes
Amazon CloudWatch Application Insights,ListProblems,View,Yes
Amazon CloudWatch Application Insights,CreateLogPattern,Create,Yes
Amazon CloudWatch Application Insights,DescribeObservation,View,Yes
Amazon CloudWatch Application Insights,ListTagsForResource,View,Yes
Amazon CloudWatch Application Insights,ListApplications,View,Yes
Amazon CloudWatch Application Insights,DeleteApplication,Delete,Yes
Amazon CloudWatch Application Insights,DeleteComponent,Delete,Yes
Amazon CloudWatch Application Insights,DeleteLogPattern,Delete,Yes
Amazon CloudWatch Application Insights,CreateApplication,Create,Yes
Amazon CloudWatch Application Insights,ListComponents,View,Yes
Amazon CloudWatch Application Insights,TagResource,Create,Yes
