AWS App Name,Action Name,Connector Activity Name,Browser and API Traffic
Amazon Location Service,GetDevicePosition,View,Yes
Amazon Location Service,PutGeofence,Edit,Yes
Amazon Location Service,UpdateDevicePosition,Edit,Yes
Amazon Location Service,CalculateRoute,Create,Yes
Amazon Location Service,CreateGeofenceCollection,Create,Yes
Amazon Location Service,CreateMap,Create,Yes
Amazon Location Service,CreatePlaceIndex,Create,Yes
Amazon Location Service,CreateRouteCalculator,Create,Yes
Amazon Location Service,CreateTracker,Create,Yes
Amazon Location Service,DeleteGeofenceCollection,Delete,Yes
Amazon Location Service,DescribeGeofenceCollection,View,Yes
Amazon Location Service,UpdateGeofenceCollection,Edit,Yes
Amazon Location Service,DeleteMap,Delete,Yes
Amazon Location Service,DescribeMap,View,Yes
Amazon Location Service,UpdateMap,Edit,Yes
Amazon Location Service,DeletePlaceIndex,Delete,Yes
Amazon Location Service,DescribePlaceIndex,View,Yes
Amazon Location Service,UpdatePlaceIndex,Edit,Yes
Amazon Location Service,DeleteRouteCalculator,Delete,Yes
Amazon Location Service,DescribeRouteCalculator,View,Yes
Amazon Location Service,UpdateRouteCalculator,Edit,Yes
Amazon Location Service,DeleteTracker,Delete,Yes
Amazon Location Service,DescribeTracker,View,Yes
Amazon Location Service,UpdateTracker,Edit,Yes
Amazon Location Service,DisassociateTrackerConsumer,Delete,Yes
Amazon Location Service,GetDevicePositionHistory,View,Yes
Amazon Location Service,GetGeofence,View,Yes
Amazon Location Service,GetMapGlyphs,View,Yes
Amazon Location Service,GetMapSprites,View,Yes
Amazon Location Service,GetMapStyleDescriptor,View,Yes
Amazon Location Service,GetMapTile,View,Yes
Amazon Location Service,ListDevicePositions,View,Yes
Amazon Location Service,ListGeofenceCollections,View,Yes
Amazon Location Service,ListGeofences,View,Yes
Amazon Location Service,ListMaps,View,Yes
Amazon Location Service,ListPlaceIndexes,View,Yes
Amazon Location Service,ListRouteCalculators,View,Yes
Amazon Location Service,ListTagsForResource,View,Yes
Amazon Location Service,TagResource,Create,Yes
Amazon Location Service,ListTrackerConsumers,View,Yes
Amazon Location Service,ListTrackers,View,Yes
Amazon Location Service,SearchPlaceIndexForPosition,Search,Yes
Amazon Location Service,SearchPlaceIndexForText,Search,Yes
Amazon Location Service,UntagResource,Delete,Yes
Amazon CodePipeline,AcknowledgeJob,Create,Yes
Amazon CodePipeline,AcknowledgeThirdPartyJob,Create,Yes
Amazon CodePipeline,CreateCustomActionType,Create,Yes
Amazon CodePipeline,CreatePipeline,Create,Yes
Amazon CodePipeline,DeleteCustomActionType,Delete,Yes
Amazon CodePipeline,DeletePipeline,Delete,Yes
Amazon CodePipeline,DeleteWebhook,Delete,Yes
Amazon CodePipeline,DeregisterWebhookWithThirdParty,Deregister,Yes
Amazon CodePipeline,DisableStageTransition,Edit,Yes
Amazon CodePipeline,EnableStageTransition,Enable,Yes
Amazon CodePipeline,GetActionType,View,Yes
Amazon CodePipeline,GetJobDetails,View,Yes
Amazon CodePipeline,GetPipeline,View,Yes
Amazon CodePipeline,GetPipelineExecution,View,Yes
Amazon CodePipeline,GetPipelineState,View,Yes
Amazon CodePipeline,GetThirdPartyJobDetails,View,Yes
Amazon CodePipeline,ListActionExecutions,View,Yes
Amazon CodePipeline,ListActionTypes,View,Yes
Amazon CodePipeline,ListPipelineExecutions,View,Yes
Amazon CodePipeline,ListPipelines,View,Yes
Amazon CodePipeline,ListTagsForResource,View,Yes
Amazon CodePipeline,ListWebhooks,View,Yes
Amazon CodePipeline,PollForJobs,Create,Yes
Amazon CodePipeline,PollForThirdPartyJobs,Create,Yes
Amazon CodePipeline,PutActionRevision,Edit,Yes
Amazon CodePipeline,PutApprovalResult,Edit,Yes
Amazon CodePipeline,PutJobFailureResult,Edit,Yes
Amazon CodePipeline,PutJobSuccessResult,Edit,Yes
Amazon CodePipeline,PutThirdPartyJobFailureResult,Edit,Yes
Amazon CodePipeline,PutThirdPartyJobSuccessResult,Edit,Yes
Amazon CodePipeline,PutWebhook,Edit,Yes
Amazon CodePipeline,RegisterWebhookWithThirdParty,Register,Yes
Amazon CodePipeline,RetryStageExecution,Create,Yes
Amazon CodePipeline,StartPipelineExecution,Start,Yes
Amazon CodePipeline,StopPipelineExecution,Stop,Yes
Amazon CodePipeline,TagResource,Create,Yes
Amazon CodePipeline,UntagResource,Delete,Yes
Amazon CodePipeline,UpdateActionType,Edit,Yes
Amazon CodePipeline,UpdatePipeline,Edit,Yes
Amazon Lex Runtime V2,DeleteSession,Delete,Yes
Amazon Lex Runtime V2,GetSession,View,Yes
Amazon Lex Runtime V2,PutSession,Edit,Yes
Amazon Lex Runtime V2,RecognizeText,Create,Yes
Amazon Lex Runtime V2,RecognizeUtterance,Create,Yes
Amazon Connect Participant Service,CompleteAttachmentUpload,Create,Yes
Amazon Connect Participant Service,CreateParticipantConnection,Create,Yes
Amazon Connect Participant Service,DisconnectParticipant,Create,Yes
Amazon Connect Participant Service,GetAttachment,View,Yes
Amazon Connect Participant Service,GetTranscript,View,Yes
Amazon Connect Participant Service,SendEvent,Send,Yes
Amazon Connect Participant Service,SendMessage,Send,Yes
Amazon Connect Participant Service,StartAttachmentUpload,Start,Yes
Amazon Marketplace Commerce Analytics,GenerateDataSet,Create,Yes
Amazon Marketplace Commerce Analytics,StartSupportDataExport,Start,Yes
Amazon IoT Greengrass V2,AssociateClientDeviceWithCoreDevice,Create,Yes
Amazon IoT Greengrass V2,DisassociateClientDeviceFromCoreDevice,Delete,Yes
Amazon IoT Greengrass V2,CancelDeployment,Delete,Yes
Amazon IoT Greengrass V2,CreateComponentVersion,Create,Yes
Amazon IoT Greengrass V2,CreateDeployment,Create,Yes
Amazon IoT Greengrass V2,ListDeployments,View,Yes
Amazon IoT Greengrass V2,DeleteComponent,Delete,Yes
Amazon IoT Greengrass V2,GetComponent,View,Yes
Amazon IoT Greengrass V2,DeleteCoreDevice,Delete,Yes
Amazon IoT Greengrass V2,GetCoreDevice,View,Yes
Amazon IoT Greengrass V2,DescribeComponent,View,Yes
Amazon IoT Greengrass V2,GetComponentVersionArtifact,View,Yes
Amazon IoT Greengrass V2,GetDeployment,View,Yes
Amazon IoT Greengrass V2,ListClientDevicesAssociatedWithCoreDevice,View,Yes
Amazon IoT Greengrass V2,ListComponentVersions,View,Yes
Amazon IoT Greengrass V2,ListComponents,View,Yes
Amazon IoT Greengrass V2,ListCoreDevices,View,Yes
Amazon IoT Greengrass V2,ListEffectiveDeployments,View,Yes
Amazon IoT Greengrass V2,ListInstalledComponents,View,Yes
Amazon IoT Greengrass V2,ListTagsForResource,View,Yes
Amazon IoT Greengrass V2,TagResource,Create,Yes
Amazon IoT Greengrass V2,ResolveComponentCandidates,Create,Yes
Amazon IoT Greengrass V2,UntagResource,Delete,Yes
Amazon Proton,AcceptEnvironmentAccountConnection,Approve,Yes
Amazon Proton,CancelEnvironmentDeployment,Delete,Yes
Amazon Proton,CancelServiceInstanceDeployment,Delete,Yes
Amazon Proton,CancelServicePipelineDeployment,Delete,Yes
Amazon Proton,CreateEnvironment,Create,Yes
Amazon Proton,CreateEnvironmentAccountConnection,Create,Yes
Amazon Proton,CreateEnvironmentTemplate,Create,Yes
Amazon Proton,CreateEnvironmentTemplateVersion,Create,Yes
Amazon Proton,CreateService,Create,Yes
Amazon Proton,CreateServiceTemplate,Create,Yes
Amazon Proton,CreateServiceTemplateVersion,Create,Yes
Amazon Proton,DeleteEnvironment,Delete,Yes
Amazon Proton,DeleteEnvironmentAccountConnection,Delete,Yes
Amazon Proton,DeleteEnvironmentTemplate,Delete,Yes
Amazon Proton,DeleteEnvironmentTemplateVersion,Delete,Yes
Amazon Proton,DeleteService,Delete,Yes
Amazon Proton,DeleteServiceTemplate,Delete,Yes
Amazon Proton,DeleteServiceTemplateVersion,Delete,Yes
Amazon Proton,GetAccountSettings,View,Yes
Amazon Proton,GetEnvironment,View,Yes
Amazon Proton,GetEnvironmentAccountConnection,View,Yes
Amazon Proton,GetEnvironmentTemplate,View,Yes
Amazon Proton,GetEnvironmentTemplateVersion,View,Yes
Amazon Proton,GetService,View,Yes
Amazon Proton,GetServiceInstance,View,Yes
Amazon Proton,GetServiceTemplate,View,Yes
Amazon Proton,GetServiceTemplateVersion,View,Yes
Amazon Proton,ListEnvironmentAccountConnections,View,Yes
Amazon Proton,ListEnvironmentTemplateVersions,View,Yes
Amazon Proton,ListEnvironmentTemplates,View,Yes
Amazon Proton,ListEnvironments,View,Yes
Amazon Proton,ListServiceInstances,View,Yes
Amazon Proton,ListServiceTemplateVersions,View,Yes
Amazon Proton,ListServiceTemplates,View,Yes
Amazon Proton,ListServices,View,Yes
Amazon Proton,ListTagsForResource,View,Yes
Amazon Proton,RejectEnvironmentAccountConnection,Reject,Yes
Amazon Proton,TagResource,Create,Yes
Amazon Proton,UntagResource,Delete,Yes
Amazon Proton,UpdateAccountSettings,Edit,Yes
Amazon Proton,UpdateEnvironment,Edit,Yes
Amazon Proton,UpdateEnvironmentAccountConnection,Edit,Yes
Amazon Proton,UpdateEnvironmentTemplate,Edit,Yes
Amazon Proton,UpdateEnvironmentTemplateVersion,Edit,Yes
Amazon Proton,UpdateService,Edit,Yes
Amazon Proton,UpdateServiceInstance,Edit,Yes
Amazon Proton,UpdateServicePipeline,Edit,Yes
Amazon Proton,UpdateServiceTemplate,Edit,Yes
Amazon Proton,UpdateServiceTemplateVersion,Edit,Yes
Amazon Cloud Map,CreateHttpNamespace,Create,Yes
Amazon Cloud Map,CreatePrivateDnsNamespace,Create,Yes
Amazon Cloud Map,CreatePublicDnsNamespace,Create,Yes
Amazon Cloud Map,CreateService,Create,Yes
Amazon Cloud Map,DeleteNamespace,Delete,Yes
Amazon Cloud Map,DeleteService,Delete,Yes
Amazon Cloud Map,DeregisterInstance,Deregister,Yes
Amazon Cloud Map,DiscoverInstances,Create,Yes
Amazon Cloud Map,GetInstance,View,Yes
Amazon Cloud Map,GetInstancesHealthStatus,View,Yes
Amazon Cloud Map,GetNamespace,View,Yes
Amazon Cloud Map,GetOperation,View,Yes
Amazon Cloud Map,GetService,View,Yes
Amazon Cloud Map,ListInstances,View,Yes
Amazon Cloud Map,ListNamespaces,View,Yes
Amazon Cloud Map,ListOperations,View,Yes
Amazon Cloud Map,ListServices,View,Yes
Amazon Cloud Map,ListTagsForResource,View,Yes
Amazon Cloud Map,RegisterInstance,Register,Yes
Amazon Cloud Map,TagResource,Create,Yes
Amazon Cloud Map,UntagResource,Delete,Yes
Amazon Cloud Map,UpdateHttpNamespace,Edit,Yes
Amazon Cloud Map,UpdateInstanceCustomHealthStatus,Edit,Yes
Amazon Cloud Map,UpdatePrivateDnsNamespace,Edit,Yes
Amazon Cloud Map,UpdatePublicDnsNamespace,Edit,Yes
Amazon Cloud Map,UpdateService,Edit,Yes
Amazon Elastic Inference,DescribeAcceleratorOfferings,View,Yes
Amazon Elastic Inference,DescribeAcceleratorTypes,View,Yes
Amazon Elastic Inference,DescribeAccelerators,View,Yes
Amazon Elastic Inference,ListTagsForResource,View,Yes
Amazon Elastic Inference,TagResource,Create,Yes
Amazon Elastic Inference,UntagResource,Delete,Yes
Amazon Greengrass,AssociateRoleToGroup,Create,Yes
Amazon Greengrass,DisassociateRoleFromGroup,Delete,Yes
Amazon Greengrass,GetAssociatedRole,View,Yes
Amazon Greengrass,AssociateServiceRoleToAccount,Create,Yes
Amazon Greengrass,DisassociateServiceRoleFromAccount,Delete,Yes
Amazon Greengrass,GetServiceRoleForAccount,View,Yes
Amazon Greengrass,CreateConnectorDefinition,Create,Yes
Amazon Greengrass,ListConnectorDefinitions,View,Yes
Amazon Greengrass,CreateConnectorDefinitionVersion,Create,Yes
Amazon Greengrass,ListConnectorDefinitionVersions,View,Yes
Amazon Greengrass,CreateCoreDefinition,Create,Yes
Amazon Greengrass,ListCoreDefinitions,View,Yes
Amazon Greengrass,CreateCoreDefinitionVersion,Create,Yes
Amazon Greengrass,ListCoreDefinitionVersions,View,Yes
Amazon Greengrass,CreateDeployment,Create,Yes
Amazon Greengrass,ListDeployments,View,Yes
Amazon Greengrass,CreateDeviceDefinition,Create,Yes
Amazon Greengrass,ListDeviceDefinitions,View,Yes
Amazon Greengrass,CreateDeviceDefinitionVersion,Create,Yes
Amazon Greengrass,ListDeviceDefinitionVersions,View,Yes
Amazon Greengrass,CreateFunctionDefinition,Create,Yes
Amazon Greengrass,ListFunctionDefinitions,View,Yes
Amazon Greengrass,CreateFunctionDefinitionVersion,Create,Yes
Amazon Greengrass,ListFunctionDefinitionVersions,View,Yes
Amazon Greengrass,CreateGroup,Create,Yes
Amazon Greengrass,ListGroups,View,Yes
Amazon Greengrass,CreateGroupCertificateAuthority,Create,Yes
Amazon Greengrass,ListGroupCertificateAuthorities,View,Yes
Amazon Greengrass,CreateGroupVersion,Create,Yes
Amazon Greengrass,ListGroupVersions,View,Yes
Amazon Greengrass,CreateLoggerDefinition,Create,Yes
Amazon Greengrass,ListLoggerDefinitions,View,Yes
Amazon Greengrass,CreateLoggerDefinitionVersion,Create,Yes
Amazon Greengrass,ListLoggerDefinitionVersions,View,Yes
Amazon Greengrass,CreateResourceDefinition,Create,Yes
Amazon Greengrass,ListResourceDefinitions,View,Yes
Amazon Greengrass,CreateResourceDefinitionVersion,Create,Yes
Amazon Greengrass,ListResourceDefinitionVersions,View,Yes
Amazon Greengrass,CreateSoftwareUpdateJob,Create,Yes
Amazon Greengrass,CreateSubscriptionDefinition,Create,Yes
Amazon Greengrass,ListSubscriptionDefinitions,View,Yes
Amazon Greengrass,CreateSubscriptionDefinitionVersion,Create,Yes
Amazon Greengrass,ListSubscriptionDefinitionVersions,View,Yes
Amazon Greengrass,DeleteConnectorDefinition,Delete,Yes
Amazon Greengrass,GetConnectorDefinition,View,Yes
Amazon Greengrass,UpdateConnectorDefinition,Edit,Yes
Amazon Greengrass,DeleteCoreDefinition,Delete,Yes
Amazon Greengrass,GetCoreDefinition,View,Yes
Amazon Greengrass,UpdateCoreDefinition,Edit,Yes
Amazon Greengrass,DeleteDeviceDefinition,Delete,Yes
Amazon Greengrass,GetDeviceDefinition,View,Yes
Amazon Greengrass,UpdateDeviceDefinition,Edit,Yes
Amazon Greengrass,DeleteFunctionDefinition,Delete,Yes
Amazon Greengrass,GetFunctionDefinition,View,Yes
Amazon Greengrass,UpdateFunctionDefinition,Edit,Yes
Amazon Greengrass,DeleteGroup,Delete,Yes
Amazon Greengrass,GetGroup,View,Yes
Amazon Greengrass,UpdateGroup,Edit,Yes
Amazon Greengrass,DeleteLoggerDefinition,Delete,Yes
Amazon Greengrass,GetLoggerDefinition,View,Yes
Amazon Greengrass,UpdateLoggerDefinition,Edit,Yes
Amazon Greengrass,DeleteResourceDefinition,Delete,Yes
Amazon Greengrass,GetResourceDefinition,View,Yes
Amazon Greengrass,UpdateResourceDefinition,Edit,Yes
Amazon Greengrass,DeleteSubscriptionDefinition,Delete,Yes
Amazon Greengrass,GetSubscriptionDefinition,View,Yes
Amazon Greengrass,UpdateSubscriptionDefinition,Edit,Yes
Amazon Greengrass,GetBulkDeploymentStatus,View,Yes
Amazon Greengrass,GetConnectivityInfo,View,Yes
Amazon Greengrass,UpdateConnectivityInfo,Edit,Yes
Amazon Greengrass,GetConnectorDefinitionVersion,View,Yes
Amazon Greengrass,GetCoreDefinitionVersion,View,Yes
Amazon Greengrass,GetDeploymentStatus,View,Yes
Amazon Greengrass,GetDeviceDefinitionVersion,View,Yes
Amazon Greengrass,GetFunctionDefinitionVersion,View,Yes
Amazon Greengrass,GetGroupCertificateAuthority,View,Yes
Amazon Greengrass,GetGroupCertificateConfiguration,View,Yes
Amazon Greengrass,UpdateGroupCertificateConfiguration,Edit,Yes
Amazon Greengrass,GetGroupVersion,View,Yes
Amazon Greengrass,GetLoggerDefinitionVersion,View,Yes
Amazon Greengrass,GetResourceDefinitionVersion,View,Yes
Amazon Greengrass,GetSubscriptionDefinitionVersion,View,Yes
Amazon Greengrass,GetThingRuntimeConfiguration,View,Yes
Amazon Greengrass,UpdateThingRuntimeConfiguration,Edit,Yes
Amazon Greengrass,ListBulkDeploymentDetailedReports,View,Yes
Amazon Greengrass,ListBulkDeployments,View,Yes
Amazon Greengrass,StartBulkDeployment,Start,Yes
Amazon Greengrass,ListTagsForResource,View,Yes
Amazon Greengrass,TagResource,Create,Yes
Amazon Greengrass,ResetDeployments,Edit,Yes
Amazon Greengrass,StopBulkDeployment,Stop,Yes
Amazon Greengrass,UntagResource,Delete,Yes
Amazon Simple Email Service V2,CreateConfigurationSet,Create,Yes
Amazon Simple Email Service V2,ListConfigurationSets,View,Yes
Amazon Simple Email Service V2,CreateConfigurationSetEventDestination,Create,Yes
Amazon Simple Email Service V2,GetConfigurationSetEventDestinations,View,Yes
Amazon Simple Email Service V2,CreateContact,Create,Yes
Amazon Simple Email Service V2,ListContacts,View,Yes
Amazon Simple Email Service V2,CreateContactList,Create,Yes
Amazon Simple Email Service V2,ListContactLists,View,Yes
Amazon Simple Email Service V2,CreateCustomVerificationEmailTemplate,Create,Yes
Amazon Simple Email Service V2,ListCustomVerificationEmailTemplates,View,Yes
Amazon Simple Email Service V2,CreateDedicatedIpPool,Create,Yes
Amazon Simple Email Service V2,ListDedicatedIpPools,View,Yes
Amazon Simple Email Service V2,CreateDeliverabilityTestReport,Create,Yes
Amazon Simple Email Service V2,CreateEmailIdentity,Create,Yes
Amazon Simple Email Service V2,ListEmailIdentities,View,Yes
Amazon Simple Email Service V2,CreateEmailIdentityPolicy,Create,Yes
Amazon Simple Email Service V2,DeleteEmailIdentityPolicy,Delete,Yes
Amazon Simple Email Service V2,UpdateEmailIdentityPolicy,Edit,Yes
Amazon Simple Email Service V2,CreateEmailTemplate,Create,Yes
Amazon Simple Email Service V2,ListEmailTemplates,View,Yes
Amazon Simple Email Service V2,CreateImportJob,Create,Yes
Amazon Simple Email Service V2,ListImportJobs,View,Yes
Amazon Simple Email Service V2,DeleteConfigurationSet,Delete,Yes
Amazon Simple Email Service V2,GetConfigurationSet,View,Yes
Amazon Simple Email Service V2,DeleteConfigurationSetEventDestination,Delete,Yes
Amazon Simple Email Service V2,UpdateConfigurationSetEventDestination,Edit,Yes
Amazon Simple Email Service V2,DeleteContact,Delete,Yes
Amazon Simple Email Service V2,GetContact,View,Yes
Amazon Simple Email Service V2,UpdateContact,Edit,Yes
Amazon Simple Email Service V2,DeleteContactList,Delete,Yes
Amazon Simple Email Service V2,GetContactList,View,Yes
Amazon Simple Email Service V2,UpdateContactList,Edit,Yes
Amazon Simple Email Service V2,DeleteCustomVerificationEmailTemplate,Delete,Yes
Amazon Simple Email Service V2,GetCustomVerificationEmailTemplate,View,Yes
Amazon Simple Email Service V2,UpdateCustomVerificationEmailTemplate,Edit,Yes
Amazon Simple Email Service V2,DeleteDedicatedIpPool,Delete,Yes
Amazon Simple Email Service V2,DeleteEmailIdentity,Delete,Yes
Amazon Simple Email Service V2,GetEmailIdentity,View,Yes
Amazon Simple Email Service V2,DeleteEmailTemplate,Delete,Yes
Amazon Simple Email Service V2,GetEmailTemplate,View,Yes
Amazon Simple Email Service V2,UpdateEmailTemplate,Edit,Yes
Amazon Simple Email Service V2,DeleteSuppressedDestination,Delete,Yes
Amazon Simple Email Service V2,GetSuppressedDestination,View,Yes
Amazon Simple Email Service V2,GetAccount,View,Yes
Amazon Simple Email Service V2,GetBlacklistReports,View,Yes
Amazon Simple Email Service V2,GetDedicatedIp,View,Yes
Amazon Simple Email Service V2,GetDedicatedIps,View,Yes
Amazon Simple Email Service V2,GetDeliverabilityDashboardOptions,View,Yes
Amazon Simple Email Service V2,PutDeliverabilityDashboardOption,Edit,Yes
Amazon Simple Email Service V2,GetDeliverabilityTestReport,View,Yes
Amazon Simple Email Service V2,GetDomainDeliverabilityCampaign,View,Yes
Amazon Simple Email Service V2,GetDomainStatisticsReport,View,Yes
Amazon Simple Email Service V2,GetEmailIdentityPolicies,View,Yes
Amazon Simple Email Service V2,GetImportJob,View,Yes
Amazon Simple Email Service V2,ListDeliverabilityTestReports,View,Yes
Amazon Simple Email Service V2,ListDomainDeliverabilityCampaigns,View,Yes
Amazon Simple Email Service V2,ListSuppressedDestinations,View,Yes
Amazon Simple Email Service V2,PutSuppressedDestination,Edit,Yes
Amazon Simple Email Service V2,ListTagsForResource,View,Yes
Amazon Simple Email Service V2,PutAccountDedicatedIpWarmupAttributes,Edit,Yes
Amazon Simple Email Service V2,PutAccountDetails,Edit,Yes
Amazon Simple Email Service V2,PutAccountSendingAttributes,Edit,Yes
Amazon Simple Email Service V2,PutAccountSuppressionAttributes,Edit,Yes
Amazon Simple Email Service V2,PutConfigurationSetDeliveryOptions,Edit,Yes
Amazon Simple Email Service V2,PutConfigurationSetReputationOptions,Edit,Yes
Amazon Simple Email Service V2,PutConfigurationSetSendingOptions,Edit,Yes
Amazon Simple Email Service V2,PutConfigurationSetSuppressionOptions,Edit,Yes
Amazon Simple Email Service V2,PutConfigurationSetTrackingOptions,Edit,Yes
Amazon Simple Email Service V2,PutDedicatedIpInPool,Edit,Yes
Amazon Simple Email Service V2,PutDedicatedIpWarmupAttributes,Edit,Yes
Amazon Simple Email Service V2,PutEmailIdentityConfigurationSetAttributes,Edit,Yes
Amazon Simple Email Service V2,PutEmailIdentityDkimAttributes,Edit,Yes
Amazon Simple Email Service V2,PutEmailIdentityDkimSigningAttributes,Edit,Yes
Amazon Simple Email Service V2,PutEmailIdentityFeedbackAttributes,Edit,Yes
Amazon Simple Email Service V2,PutEmailIdentityMailFromAttributes,Edit,Yes
Amazon Simple Email Service V2,SendBulkEmail,Send,Yes
Amazon Simple Email Service V2,SendCustomVerificationEmail,Send,Yes
Amazon Simple Email Service V2,SendEmail,Send,Yes
Amazon Simple Email Service V2,TagResource,Create,Yes
Amazon Simple Email Service V2,TestRenderEmailTemplate,Create,Yes
Amazon Simple Email Service V2,UntagResource,Delete,Yes
Amazon Connect Customer Profiles,AddProfileKey,Create,Yes
Amazon Connect Customer Profiles,CreateDomain,Create,Yes
Amazon Connect Customer Profiles,DeleteDomain,Delete,Yes
Amazon Connect Customer Profiles,GetDomain,View,Yes
Amazon Connect Customer Profiles,UpdateDomain,Edit,Yes
Amazon Connect Customer Profiles,CreateProfile,Create,Yes
Amazon Connect Customer Profiles,UpdateProfile,Edit,Yes
Amazon Connect Customer Profiles,DeleteIntegration,Delete,Yes
Amazon Connect Customer Profiles,DeleteProfile,Delete,Yes
Amazon Connect Customer Profiles,DeleteProfileKey,Delete,Yes
Amazon Connect Customer Profiles,DeleteProfileObject,Delete,Yes
Amazon Connect Customer Profiles,DeleteProfileObjectType,Delete,Yes
Amazon Connect Customer Profiles,GetProfileObjectType,View,Yes
Amazon Connect Customer Profiles,PutProfileObjectType,Edit,Yes
Amazon Connect Customer Profiles,GetIntegration,View,Yes
Amazon Connect Customer Profiles,ListIntegrations,View,Yes
Amazon Connect Customer Profiles,PutIntegration,Edit,Yes
Amazon Connect Customer Profiles,GetMatches,View,Yes
Amazon Connect Customer Profiles,GetProfileObjectTypeTemplate,View,Yes
Amazon Connect Customer Profiles,ListAccountIntegrations,View,Yes
Amazon Connect Customer Profiles,ListDomains,View,Yes
Amazon Connect Customer Profiles,ListProfileObjectTypeTemplates,View,Yes
Amazon Connect Customer Profiles,ListProfileObjectTypes,View,Yes
Amazon Connect Customer Profiles,ListProfileObjects,View,Yes
Amazon Connect Customer Profiles,PutProfileObject,Edit,Yes
Amazon Connect Customer Profiles,ListTagsForResource,View,Yes
Amazon Connect Customer Profiles,TagResource,Create,Yes
Amazon Connect Customer Profiles,MergeProfiles,Create,Yes
Amazon Connect Customer Profiles,SearchProfiles,Search,Yes
Amazon Connect Customer Profiles,UntagResource,Delete,Yes
Amazon OpsWorks CM,AssociateNode,Create,Yes
Amazon OpsWorks CM,CreateBackup,Create,Yes
Amazon OpsWorks CM,CreateServer,Create,Yes
Amazon OpsWorks CM,DeleteBackup,Delete,Yes
Amazon OpsWorks CM,DeleteServer,Delete,Yes
Amazon OpsWorks CM,DescribeAccountAttributes,View,Yes
Amazon OpsWorks CM,DescribeBackups,View,Yes
Amazon OpsWorks CM,DescribeEvents,View,Yes
Amazon OpsWorks CM,DescribeNodeAssociationStatus,View,Yes
Amazon OpsWorks CM,DescribeServers,View,Yes
Amazon OpsWorks CM,DisassociateNode,Delete,Yes
Amazon OpsWorks CM,ExportServerEngineAttribute,View,Yes
Amazon OpsWorks CM,ListTagsForResource,View,Yes
Amazon OpsWorks CM,RestoreServer,Create,Yes
Amazon OpsWorks CM,StartMaintenance,Start,Yes
Amazon OpsWorks CM,TagResource,Create,Yes
Amazon OpsWorks CM,UntagResource,Delete,Yes
Amazon OpsWorks CM,UpdateServer,Edit,Yes
Amazon OpsWorks CM,UpdateServerEngineAttributes,Edit,Yes
Amazon SimpleDB,DeleteAttributes,Delete,Yes
Amazon SimpleDB,PutAttributes,Edit,Yes
Amazon SimpleDB,CreateDomain,Create,Yes
Amazon SimpleDB,DeleteDomain,Delete,Yes
Amazon SimpleDB,DomainMetadata,View,Yes
Amazon SimpleDB,DomainMetadata,Create,Yes
Amazon SimpleDB,GetAttributes,View,Yes
Amazon SimpleDB,ListDomains,View,Yes
Amazon SimpleDB,Select,View,Yes
Amazon SimpleDB,Select,Create,Yes
Amazon Network Firewall,AssociateFirewallPolicy,Create,Yes
Amazon Network Firewall,AssociateSubnets,Create,Yes
Amazon Network Firewall,CreateFirewall,Create,Yes
Amazon Network Firewall,CreateFirewallPolicy,Create,Yes
Amazon Network Firewall,CreateRuleGroup,Create,Yes
Amazon Network Firewall,DeleteFirewall,Delete,Yes
Amazon Network Firewall,DeleteFirewallPolicy,Delete,Yes
Amazon Network Firewall,DeleteResourcePolicy,Delete,Yes
Amazon Network Firewall,DeleteRuleGroup,Delete,Yes
Amazon Network Firewall,DescribeFirewall,View,Yes
Amazon Network Firewall,DescribeFirewallPolicy,View,Yes
Amazon Network Firewall,DescribeLoggingConfiguration,View,Yes
Amazon Network Firewall,DescribeResourcePolicy,View,Yes
Amazon Network Firewall,DescribeRuleGroup,View,Yes
Amazon Network Firewall,DisassociateSubnets,Delete,Yes
Amazon Network Firewall,ListFirewallPolicies,View,Yes
Amazon Network Firewall,ListFirewalls,View,Yes
Amazon Network Firewall,ListRuleGroups,View,Yes
Amazon Network Firewall,ListTagsForResource,View,Yes
Amazon Network Firewall,PutResourcePolicy,Edit,Yes
Amazon Network Firewall,TagResource,Create,Yes
Amazon Network Firewall,UntagResource,Delete,Yes
Amazon Network Firewall,UpdateFirewallDeleteProtection,Edit,Yes
Amazon Network Firewall,UpdateFirewallDescription,Edit,Yes
Amazon Network Firewall,UpdateFirewallPolicy,Edit,Yes
Amazon Network Firewall,UpdateFirewallPolicyChangeProtection,Edit,Yes
Amazon Network Firewall,UpdateLoggingConfiguration,Edit,Yes
Amazon Network Firewall,UpdateRuleGroup,Edit,Yes
Amazon Network Firewall,UpdateSubnetChangeProtection,Edit,Yes
Amazon Interactive Video Service,GetChannel,View,Yes
Amazon Interactive Video Service,GetStreamKey,View,Yes
Amazon Interactive Video Service,CreateChannel,Create,Yes
Amazon Interactive Video Service,CreateRecordingConfiguration,Create,Yes
Amazon Interactive Video Service,CreateStreamKey,Create,Yes
Amazon Interactive Video Service,DeleteChannel,Delete,Yes
Amazon Interactive Video Service,DeletePlaybackKeyPair,Delete,Yes
Amazon Interactive Video Service,DeleteRecordingConfiguration,Delete,Yes
Amazon Interactive Video Service,DeleteStreamKey,Delete,Yes
Amazon Interactive Video Service,GetPlaybackKeyPair,View,Yes
Amazon Interactive Video Service,GetRecordingConfiguration,View,Yes
Amazon Interactive Video Service,GetStream,View,Yes
Amazon Interactive Video Service,ImportPlaybackKeyPair,Create,Yes
